region,DATA_TYPE,indicator,year,value,pred
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2002,147.2,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2003,150.1,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2004,152.4,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2005,155.9,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2006,158.8,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2007,161.1,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2008,161.6,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2009,162.4,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2010,163.3,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2011,163.7,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2012,166.7,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2013,169.0,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2014,172.8,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2015,176.6,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2016,180.4,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2017,184.2,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2018,187.8,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2019,192.5,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2020,198.5,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2021,202.5,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2022,207.3,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2023,212.8,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2024,220.2,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2024,220.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2025,228.1,0
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2025,229.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2026,239.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2027,249.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2028,260.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2029,270.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2030,281.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2031,293.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2032,304.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2033,315.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2034,324.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2035,332.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2036,339.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2037,346.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2038,351.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2039,355.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2040,358.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2041,360.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2042,361.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2043,362.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2044,363.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2045,363.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2046,363.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2047,362.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2048,362.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2049,362.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2050,362.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2051,362.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2052,362.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2053,362.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2054,362.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2055,363.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2056,364.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2057,364.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2058,365.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2059,366.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2060,367.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2061,367.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2062,367.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2063,367.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2064,368.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2065,367.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2066,367.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2067,367.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2068,366.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2069,365.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2070,364.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2071,363.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2072,362.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2073,360.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2074,359.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2075,357.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2076,356.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2077,355.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2078,353.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2079,351.0,1
Abruzzo,AGEINDEX,Ageing index (percentage values) - on 1st January,2080,350.0,1
Abruzzo,BED_DENSITY,Bed Density,2002,3.194958952239658,1
Abruzzo,BED_DENSITY,Bed Density,2003,3.2013438377920664,1
Abruzzo,BED_DENSITY,Bed Density,2004,3.202620814902549,1
Abruzzo,BED_DENSITY,Bed Density,2005,3.2077287233444753,1
Abruzzo,BED_DENSITY,Bed Density,2006,3.214113608896884,1
Abruzzo,BED_DENSITY,Bed Density,2007,3.2166675631178476,1
Abruzzo,BED_DENSITY,Bed Density,2008,3.212836631786402,1
Abruzzo,BED_DENSITY,Bed Density,2009,3.212836631786402,1
Abruzzo,BED_DENSITY,Bed Density,2010,3.212836631786402,1
Abruzzo,BED_DENSITY,Bed Density,2011,3.212836631786402,1
Abruzzo,BED_DENSITY,Bed Density,2012,3.2204984944492927,1
Abruzzo,BED_DENSITY,Bed Density,2013,3.2268833800017016,1
Abruzzo,BED_DENSITY,Bed Density,2014,3.2358222197750734,1
Abruzzo,BED_DENSITY,Bed Density,2015,3.246038036658927,1
Abruzzo,BED_DENSITY,Bed Density,2016,3.253699899321818,1
Abruzzo,BED_DENSITY,Bed Density,2017,3.261361761984708,1
Abruzzo,BED_DENSITY,Bed Density,2018,3.267746647537117,1
Abruzzo,BED_DENSITY,Bed Density,2019,3.2741315330895255,1
Abruzzo,BED_DENSITY,Bed Density,2020,3.285624327083861,1
Abruzzo,BED_DENSITY,Bed Density,2021,3.297117121078197,1
Abruzzo,BED_DENSITY,Bed Density,2022,3.303502006630606,1
Abruzzo,BED_DENSITY,Bed Density,2023,3.3098868921830147,1
Abruzzo,BED_DENSITY,Bed Density,2024,3.3194642205116276,1
Abruzzo,BED_DENSITY,Bed Density,2025,3.330318525950722,1
Abruzzo,BED_DENSITY,Bed Density,2026,3.345642251276503,1
Abruzzo,BED_DENSITY,Bed Density,2027,3.3584120223813203,1
Abruzzo,BED_DENSITY,Bed Density,2028,3.371181793486138,1
Abruzzo,BED_DENSITY,Bed Density,2029,3.3839515645909555,1
Abruzzo,BED_DENSITY,Bed Density,2030,3.396721335695773,1
Abruzzo,BED_DENSITY,Bed Density,2031,3.4222608779054076,1
Abruzzo,BED_DENSITY,Bed Density,2032,3.435030649010225,1
Abruzzo,BED_DENSITY,Bed Density,2033,3.4478004201150423,1
Abruzzo,BED_DENSITY,Bed Density,2034,3.473339962324677,1
Abruzzo,BED_DENSITY,Bed Density,2035,3.4861097334294944,1
Abruzzo,BED_DENSITY,Bed Density,2036,3.511649275639129,1
Abruzzo,BED_DENSITY,Bed Density,2037,3.5244190467439465,1
Abruzzo,BED_DENSITY,Bed Density,2038,3.549958588953581,1
Abruzzo,BED_DENSITY,Bed Density,2039,3.562728360058399,1
Abruzzo,BED_DENSITY,Bed Density,2040,3.5882679022680337,1
Abruzzo,BED_DENSITY,Bed Density,2041,3.601037673372851,1
Abruzzo,BED_DENSITY,Bed Density,2042,3.613807444477669,1
Abruzzo,BED_DENSITY,Bed Density,2043,3.626577215582486,1
Abruzzo,BED_DENSITY,Bed Density,2044,3.639346986687303,1
Abruzzo,BED_DENSITY,Bed Density,2045,3.652116757792121,1
Abruzzo,BED_DENSITY,Bed Density,2046,3.664886528896938,1
Abruzzo,BED_DENSITY,Bed Density,2047,3.6776563000017553,1
Abruzzo,BED_DENSITY,Bed Density,2048,3.6776563000017553,1
Abruzzo,BED_DENSITY,Bed Density,2049,3.6904260711065726,1
Abruzzo,BED_DENSITY,Bed Density,2050,3.6904260711065726,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2002,8.4,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2003,8.6,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2004,8.7,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2005,8.7,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2006,8.6,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2007,8.8,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2008,8.9,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2009,8.6,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2010,8.8,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2011,8.5,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2012,8.4,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2013,8.1,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2014,7.9,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2015,7.7,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2016,7.7,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2017,7.3,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2018,6.9,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2019,6.6,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2020,6.4,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2021,6.5,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2022,6.3,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2023,6.0,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2024,5.8,0
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2024,5.8,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2025,5.8,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2026,5.8,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2027,5.8,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2028,5.8,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2029,5.9,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2030,5.9,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2031,5.9,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2032,5.9,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2033,6.0,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2034,6.1,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2035,6.1,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2036,6.2,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2037,6.3,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2038,6.3,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2039,6.3,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2040,6.4,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2041,6.4,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2042,6.4,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2043,6.4,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2044,6.4,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2045,6.4,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2046,6.3,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2047,6.3,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2048,6.2,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2049,6.2,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2050,6.1,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2051,6.1,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2052,6.0,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2053,6.0,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2054,5.9,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2055,5.9,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2056,5.8,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2057,5.8,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2058,5.8,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2059,5.8,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2060,5.8,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2061,5.8,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2062,5.9,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2063,5.9,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2064,6.0,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2065,6.0,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2066,6.1,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2067,6.2,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2068,6.2,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2069,6.3,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2070,6.4,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2071,6.4,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2072,6.5,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2073,6.5,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2074,6.6,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2075,6.6,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2076,6.6,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2077,6.6,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2078,6.7,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2079,6.7,1
Abruzzo,BIRTHRATE,Birth rate (per thousand inhabitant),2080,6.7,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2002,10.5,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2003,10.7,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2004,10.2,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2005,10.5,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2006,10.2,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2007,10.5,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2008,10.4,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2009,11.0,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2010,10.7,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2011,10.7,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2012,10.9,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2013,10.8,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2014,10.8,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2015,11.6,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2016,11.0,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2017,11.8,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2018,11.3,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2019,11.3,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2020,12.4,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2021,12.7,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2022,13.2,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2023,12.5,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2024,11.7,0
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2024,11.7,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2025,11.9,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2026,12.1,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2027,12.3,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2028,12.5,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2029,12.7,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2030,12.9,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2031,13.0,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2032,13.2,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2033,13.3,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2034,13.5,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2035,13.6,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2036,13.8,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2037,14.0,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2038,14.2,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2039,14.4,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2040,14.6,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2041,14.8,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2042,14.9,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2043,15.1,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2044,15.3,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2045,15.6,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2046,15.8,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2047,16.0,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2048,16.2,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2049,16.5,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2050,16.7,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2051,17.0,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2052,17.2,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2053,17.4,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2054,17.7,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2055,17.9,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2056,18.1,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2057,18.2,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2058,18.4,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2059,18.5,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2060,18.6,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2061,18.7,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2062,18.7,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2063,18.7,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2064,18.6,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2065,18.6,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2066,18.5,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2067,18.5,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2068,18.4,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2069,18.2,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2070,18.1,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2071,18.0,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2072,17.9,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2073,17.7,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2074,17.6,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2075,17.5,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2076,17.4,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2077,17.3,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2078,17.2,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2079,17.2,1
Abruzzo,DEATHRATE,Death rate (per thousand inhabitant),2080,17.2,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2002,52.4,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2003,52.8,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2004,52.6,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2005,52.9,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2006,53.3,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2007,53.3,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2008,52.8,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2009,52.6,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2010,52.6,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2011,52.5,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2012,53.1,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2013,53.7,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2014,54.4,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2015,55.1,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2016,55.6,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2017,56.1,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2018,56.5,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2019,56.9,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2020,57.5,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2021,58.6,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2022,58.9,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2023,59.1,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2024,59.5,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2024,59.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2025,59.8,0
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2025,60.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2026,60.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2027,61.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2028,62.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2029,63.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2030,64.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2031,65.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2032,66.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2033,68.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2034,69.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2035,71.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2036,72.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2037,74.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2038,75.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2039,77.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2040,79.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2041,81.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2042,82.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2043,83.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2044,85.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2045,86.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2046,87.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2047,88.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2048,88.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2049,89.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2050,89.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2051,90.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2052,90.0,1
Abruzzo,DEPENDRATE,Dependency ratio (percentage values) - on 1st January,2053,90.0,1
